File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verb %,Verify,Result
20051114\374.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
20051114\375.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21.16,0,1
20051114\376.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\377.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\378.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\379.eml,1,9,0,1,0,0,0,2,0,0,2,1,2,0,0,16.06,1,1
20051114\38.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,13.16,0,1
20051114\380.eml,2,8,0,1,0,0,0,1,0,1,2,0,0,0,0,19.49,0,1
20051114\381.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
20051114\382.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,18.42,0,1
20051114\383.eml,7,21,0,0,0,0,0,3,1,0,4,0,1,1,0,18.81,0,1
20051114\384.eml,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0,15.56,1,1
20051114\385.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,25.45,0,1
20051114\386.eml,1,5,0,1,0,0,0,5,0,0,3,1,1,0,0,23.2,0,1
20051114\387.eml,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,19.8,0,1
20051114\388.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,24.55,0,1
20051114\389.eml,1,7,0,2,0,0,0,9,1,2,2,0,0,4,0,18.52,0,1
20051114\39.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,12.75,0,1
20051114\390.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,22.14,0,1
20051114\391.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,18.18,0,1
20051114\392.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21.16,0,1
20051114\393.eml,1,3,0,0,0,0,0,0,0,1,2,1,1,0,0,24.36,1,1
20051114\394.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,18.18,0,1
20051114\395.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,18.42,0,1
20051114\396.eml,1,7,0,2,1,1,0,1,0,4,1,1,1,0,0,20.93,0,1
20051114\397.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,22.86,0,1
20051114\398.eml,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,18.42,0,1
20051114\399.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,23.19,0,1
20051114\4.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,17.05,1,1
20051114\40.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,11.88,0,1
20051114\400.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,23.19,0,1
20051114\401.eml,0,4,0,1,0,0,0,2,0,0,2,0,0,7,0,20.99,0,1
20051114\402.eml,0,2,0,0,0,0,0,7,0,0,4,0,0,2,0,16.67,2,1
20051114\403.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\404.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\405.eml,1,3,0,0,0,0,1,2,0,0,3,2,0,1,0,23.24,0,1
20051114\406.eml,1,3,0,1,0,0,0,5,0,0,1,1,0,1,0,17.45,0,1
20051114\407.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,15.15,0,1
20051114\408.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,17.91,0,1
20051114\409.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\41.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,11.71,0,1
20051114\410.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\411.eml,1,3,0,1,0,0,0,5,0,0,1,1,0,1,0,17.45,0,1
20051114\412.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\413.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,21.97,0,1
20051114\414.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\415.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,24.32,0,1
20051114\416.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,15.15,0,1
20051114\417.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,14.42,0,1
20051114\418.eml,0,3,0,0,0,1,0,0,1,1,2,0,0,0,0,21.43,0,1
20051114\419.eml,0,6,0,1,0,0,0,2,1,0,4,2,0,1,0,21.51,0,1
20051114\42.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,11.36,0,1
20051114\420.eml,6,17,0,2,0,1,0,3,1,3,3,1,0,2,0,19.02,0,1
20051114\421.eml,0,6,0,0,0,0,1,3,0,0,3,2,0,0,0,20.21,0,1
20051114\422.eml,0,6,0,0,0,0,1,3,0,0,3,2,0,0,0,20.43,0,1
20051114\423.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,17.91,0,1
20051114\424.eml,0,2,0,0,0,0,0,7,0,0,4,0,0,2,0,16.67,2,1
20051114\425.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,18.18,0,1
20051114\426.eml,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,20.93,0,1
20051114\428.eml,1,4,0,3,0,0,0,3,2,0,1,0,0,2,0,24.0,1,1
20051114\429.eml,0,2,0,1,0,1,1,1,1,1,1,0,0,0,0,21.57,0,1
20051114\43.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,13.56,0,1
20051114\430.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\431.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,21.97,0,1
20051114\432.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,22.14,0,1
20051114\433.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,15.57,1,1
20051114\434.eml,1,6,0,2,0,1,0,7,0,4,3,1,0,5,0,16.06,0,1
20051114\435.eml,8,11,0,0,2,0,0,5,0,0,2,3,0,0,0,23.19,0,1
20051114\436.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,21.43,0,1
20051114\437.eml,5,15,0,2,0,0,0,1,0,0,3,1,0,1,0,14.83,2,1
20051114\44.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,13.03,0,1
20051114\45.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,15.97,1,1
20051114\46.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,15.97,1,1
20051114\47.eml,1,7,0,1,0,0,0,1,0,0,1,1,2,0,0,15.93,1,1
20051114\48.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.75,0,1
20051114\49.eml,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,20.17,0,1
20051114\5.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,21.74,0,1
20051114\50.eml,1,6,0,1,0,0,0,0,0,0,2,1,2,0,0,15.45,1,1
20051114\52.eml,1,7,0,2,1,1,0,2,1,4,2,1,1,1,0,21.9,0,1
20051114\53.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,17.58,1,1
20051114\54.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,21.5,0,1
20051114\55.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,21.5,0,1
20051114\56.eml,1,6,0,2,1,1,0,2,1,4,2,1,1,1,0,21.43,0,1
20051114\57.eml,0,3,0,0,0,0,0,3,0,1,1,0,0,4,0,13.89,0,1
20051114\58.eml,0,4,0,1,0,1,1,1,0,1,1,0,0,0,0,18.09,0,1
20051114\59.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,16.1,1,1
20051114\6.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,21.74,0,1
20051114\60.eml,0,3,0,0,0,0,0,3,0,1,1,0,0,4,0,14.08,0,1
20051114\61.eml,1,1,0,2,0,0,0,2,0,0,3,0,0,0,0,14.74,0,1
20051114\62.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,18.85,0,1
20051114\63.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,20.0,0,1
20051114\64.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,18.95,0,1
20051114\65.eml,0,6,0,1,0,0,1,3,0,0,4,2,0,0,0,22.69,0,1
20051114\66.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,1
20051114\67.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.15,0,1
20051114\69.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,24.32,0,1
20051114\7.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,21.74,0,1
20051114\70.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,19.35,0,1
20051114\71.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,24.32,0,1
20051114\72.eml,1,6,0,2,1,1,0,2,1,4,2,1,1,1,0,21.58,0,1
20051114\73.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,9.76,0,1
20051114\74.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,9.76,0,1
20051114\75.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.61,0,1
20051114\76.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,21.6,0,1
20051114\77.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,21.6,0,1
20051114\78.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,21.6,0,1
20051114\79.eml,1,10,0,1,0,0,0,1,0,0,2,0,2,0,0,18.6,1,1
20051114\8.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,21.23,3,1
20051114\80.eml,1,3,0,1,0,0,0,5,0,0,2,1,1,2,0,18.3,0,1
20051114\81.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,21.77,3,1
20051114\82.eml,1,10,0,1,0,0,0,1,0,0,2,0,2,0,0,18.6,1,1
20051114\83.eml,0,6,0,1,0,0,0,1,1,1,0,0,1,0,0,17.24,0,1
20051114\84.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,9.76,0,1
20051114\85.eml,1,8,0,1,0,0,0,1,0,0,2,0,2,0,0,18.75,0,1
20051114\86.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,1
20051114\87.eml,0,5,0,0,0,0,0,3,1,0,3,0,1,7,0,18.27,0,1
20051114\88.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,17.78,1,1
20051114\89.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,17.78,1,1
20051114\9.eml,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,20.69,0,1
20051114\90.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,17.78,1,1
20051114\91.eml,0,4,0,0,0,0,1,7,1,0,1,2,0,3,0,22.45,0,1
20051114\92.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,21.62,3,1
20051114\93.eml,1,0,0,2,0,0,0,2,3,2,2,0,4,0,0,23.76,0,1
20051114\94.eml,0,9,0,1,0,0,0,0,0,0,2,0,2,0,0,20.61,1,1
20051114\95.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,1
20051114\96.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,19.35,0,1
20051114\97.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,19.35,0,1
20051114\98.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,19.35,0,1
phishing0\0.eml,0,3,0,1,0,1,1,1,1,1,1,0,0,1,0,23.53,0,1
phishing0\1.eml,0,0,1,2,0,0,0,5,0,0,0,3,0,0,0,18.86,0,1
phishing0\10.eml,1,4,0,0,0,0,0,6,0,0,3,0,0,3,0,19.74,1,1
phishing0\100.eml,0,3,0,0,0,1,0,6,0,0,3,1,1,0,0,21.48,1,1
phishing0\101.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\102.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\103.eml,0,3,0,0,0,1,0,3,0,0,3,1,0,0,0,19.81,0,1
phishing0\104.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,13.51,0,1
phishing0\105.eml,2,11,0,1,0,0,0,1,0,0,3,0,0,0,0,18.66,0,1
phishing0\106.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,8.51,1,1
phishing0\108.eml,0,0,0,2,0,0,0,6,2,0,2,0,0,4,0,15.96,0,1
phishing0\109.eml,0,3,0,0,0,1,0,6,0,0,3,1,1,0,0,21.48,1,1
phishing0\11.eml,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,23.64,0,1
phishing0\110.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,13.89,0,1
phishing0\111.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\112.eml,0,3,0,1,0,0,0,2,0,0,2,0,0,5,0,21.74,0,1
phishing0\113.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\114.eml,0,5,0,1,0,0,0,0,0,0,2,0,0,1,0,18.82,0,1
phishing0\115.eml,2,3,0,1,0,0,0,3,0,2,1,0,0,2,0,12.61,1,1
phishing0\116.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23.53,0,1
phishing0\117.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\118.eml,0,3,0,0,0,0,0,3,0,1,1,0,0,4,0,13.24,0,1
phishing0\119.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\12.eml,0,4,0,2,0,0,0,10,0,0,2,0,0,4,0,21.08,2,1
phishing0\120.eml,0,7,0,1,0,0,1,4,0,0,4,2,0,0,0,23.13,0,1
phishing0\121.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\122.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23.53,0,1
phishing0\123.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\124.eml,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,29.55,0,1
phishing0\125.eml,2,3,0,1,0,0,0,3,0,2,1,0,0,2,0,12.61,1,1
phishing0\126.eml,0,3,0,0,0,2,0,2,0,2,2,0,0,2,0,13.04,0,1
phishing0\127.eml,0,3,0,0,0,2,0,2,0,2,2,0,0,2,0,13.04,0,1
phishing0\128.eml,1,10,0,1,0,0,0,2,0,0,2,1,2,0,0,17.11,1,1
phishing0\129.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\13.eml,0,3,0,1,0,1,1,1,1,1,1,0,0,1,0,22.55,0,1
phishing0\130.eml,0,3,0,0,0,2,0,2,0,2,2,0,0,2,0,13.04,0,1
phishing0\131.eml,0,0,0,3,0,0,0,2,3,2,2,0,4,0,0,21.33,0,1
phishing0\132.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,13.51,0,1
phishing0\133.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,13.51,0,1
phishing0\134.eml,1,5,0,1,0,0,0,3,1,1,3,1,2,1,0,22.95,2,1
phishing0\135.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\136.eml,3,6,0,1,0,1,0,1,0,1,2,0,0,0,0,16.16,0,1
phishing0\137.eml,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,18.6,0,1
phishing0\138.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\139.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\14.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.69,0,1
phishing0\140.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\141.eml,0,3,0,1,0,0,0,1,0,0,1,0,0,5,0,21.74,0,1
phishing0\142.eml,2,3,0,1,0,0,0,3,0,2,1,0,0,2,0,12.61,1,1
phishing0\143.eml,1,10,0,1,0,0,0,2,0,0,2,1,2,0,0,16.45,1,1
phishing0\144.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\145.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\146.eml,0,0,0,2,0,0,0,6,2,0,2,0,0,4,0,15.96,0,1
phishing0\147.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\148.eml,0,2,0,1,0,0,0,4,0,0,1,0,0,2,0,21.18,1,1
phishing0\149.eml,2,4,0,2,0,1,0,4,1,2,3,1,0,1,0,18.02,0,1
phishing0\15.eml,3,11,0,1,0,0,0,2,0,1,2,0,0,0,0,17.24,0,1
phishing0\150.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\151.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\152.eml,2,4,0,2,0,1,0,4,1,2,3,1,0,1,0,18.02,0,1
phishing0\153.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\154.eml,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,14.73,0,1
phishing0\155.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\156.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\157.eml,1,3,0,2,0,0,0,2,0,0,1,0,0,2,0,18.6,1,1
phishing0\158.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\159.eml,3,8,2,0,0,0,0,1,0,1,2,0,0,0,0,20.97,0,1
phishing0\16.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.69,0,1
phishing0\160.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\161.eml,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,29.55,0,1
phishing0\162.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\163.eml,5,10,0,0,0,0,0,1,0,0,2,0,1,1,0,20.83,0,1
phishing0\164.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,23.19,0,1
phishing0\165.eml,0,6,0,1,0,0,1,4,0,0,3,2,0,0,0,23.61,0,1
phishing0\166.eml,0,4,0,1,0,0,0,1,0,0,2,0,0,7,0,21.67,0,1
phishing0\167.eml,1,5,0,0,0,0,0,1,1,0,1,0,0,5,0,18.42,0,1
phishing0\168.eml,0,5,0,1,0,0,0,2,0,0,1,1,0,1,0,17.07,1,1
phishing0\169.eml,0,4,0,1,0,0,1,4,0,0,2,2,0,0,0,20.69,0,1
phishing0\17.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.85,0,1
phishing0\170.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\171.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\172.eml,0,7,0,1,0,0,1,4,0,0,4,2,0,0,0,23.13,0,1
phishing0\173.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\174.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\175.eml,0,5,0,1,0,0,0,5,0,0,4,0,0,5,0,19.1,1,1
phishing0\176.eml,0,5,0,0,0,0,0,3,1,1,2,0,1,0,0,23.16,0,1
phishing0\177.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\178.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,8.42,1,1
phishing0\179.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,8.42,1,1
phishing0\18.eml,3,12,0,1,0,0,0,1,0,1,3,0,0,0,0,18.88,0,1
phishing0\180.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,8.33,1,1
phishing0\181.eml,0,4,0,1,0,0,1,4,0,0,2,2,0,0,0,20.69,0,1
phishing0\182.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\183.eml,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,19.05,0,1
phishing0\184.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\185.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.54,0,1
phishing0\186.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,17.09,0,1
phishing0\187.eml,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,14.8,0,1
phishing0\188.eml,0,4,0,1,0,0,0,1,0,0,2,0,0,7,0,21.67,0,1
phishing0\189.eml,1,5,0,1,0,0,0,3,1,1,3,1,2,1,0,23.78,2,1
phishing0\190.eml,0,4,0,1,0,0,0,1,0,0,2,0,0,7,0,21.67,0,1
phishing0\192.eml,5,16,0,1,0,1,0,2,1,4,2,1,0,1,0,19.57,1,1
phishing0\193.eml,5,16,0,1,0,1,0,2,1,4,2,1,0,1,0,19.57,1,1
phishing0\194.eml,0,4,0,1,0,0,1,4,0,0,2,2,0,0,0,20.69,0,1
phishing0\195.eml,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,21.84,0,1
phishing0\196.eml,1,4,0,2,0,0,0,2,0,0,1,0,0,1,0,20.0,1,1
phishing0\197.eml,2,7,0,2,0,0,0,3,0,0,3,1,0,0,0,19.75,0,1
phishing0\198.eml,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,15.38,0,1
phishing0\199.eml,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,21.31,0,1
phishing0\2.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,23.16,0,1
phishing0\20.eml,0,8,0,0,0,2,0,2,1,0,4,0,0,1,0,25.36,1,1
phishing0\200.eml,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,16.67,0,1
phishing0\201.eml,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19.64,0,1
phishing0\202.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,24.91,0,1
phishing0\203.eml,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,20.41,0,1
phishing0\204.eml,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,15.0,0,1
phishing0\205.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,9.47,1,1
phishing0\206.eml,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,20.41,0,1
phishing0\207.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,9.47,1,1
phishing0\208.eml,5,16,0,1,0,1,0,2,1,4,2,1,0,1,0,19.57,1,1
phishing0\209.eml,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,20.0,0,1
phishing0\21.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1
phishing0\210.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,8.33,1,1
phishing0\211.eml,0,8,0,2,0,0,1,10,1,2,2,1,0,3,0,16.83,1,1
phishing0\212.eml,0,8,0,2,0,0,1,10,1,2,2,1,0,3,0,16.83,1,1
phishing0\213.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,9.47,1,1
phishing0\214.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,9.47,1,1
phishing0\215.eml,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,29.55,0,1
phishing0\216.eml,0,8,0,2,0,0,1,10,1,2,2,1,0,3,0,17.17,1,1
phishing0\217.eml,2,4,0,2,0,0,0,3,0,0,1,0,0,1,0,15.69,1,1
phishing0\218.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,21.99,3,1
phishing0\219.eml,0,8,0,2,0,0,1,10,1,2,2,1,0,3,0,16.83,1,1
phishing0\22.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29.73,0,1
phishing0\220.eml,0,8,0,2,0,0,1,10,1,2,2,1,0,3,0,16.83,1,1
phishing0\221.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,1
phishing0\223.eml,2,5,0,1,0,1,0,2,1,2,3,1,0,1,0,18.02,0,1
phishing0\224.eml,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,17.3,0,1
phishing0\225.eml,1,7,0,2,1,1,0,2,1,4,2,1,1,1,0,22.39,0,1
phishing0\226.eml,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,16.67,0,1
phishing0\227.eml,2,5,0,1,0,1,0,2,1,2,3,1,0,1,0,17.54,0,1
phishing0\228.eml,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,29.55,0,1
phishing0\229.eml,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20.37,0,1
phishing0\23.eml,0,2,0,1,0,0,0,5,0,0,1,0,0,2,0,21.43,1,1
phishing0\230.eml,1,5,1,1,0,0,0,3,1,1,3,1,2,1,0,22.99,2,1
phishing0\231.eml,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,19.65,2,1
phishing0\232.eml,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20.37,0,1
phishing0\233.eml,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,15.32,0,1
phishing0\234.eml,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20.37,0,1
phishing0\235.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,20.95,0,1
phishing0\236.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,20.95,0,1
phishing0\237.eml,1,10,0,1,0,0,0,1,0,0,1,0,2,0,0,17.65,0,1
phishing0\238.eml,5,12,0,1,0,0,0,4,0,0,2,2,1,1,0,18.4,0,1
phishing0\239.eml,2,3,0,1,0,0,0,5,0,0,3,0,2,3,0,14.86,2,1
phishing0\24.eml,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,15.58,0,1
phishing0\240.eml,0,10,0,1,0,0,0,2,0,0,1,1,2,1,0,19.05,3,1
phishing0\241.eml,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,20.41,0,1
phishing0\242.eml,0,6,0,1,0,1,1,1,0,1,0,0,1,0,0,8.6,1,1
phishing0\243.eml,0,6,0,1,0,1,1,1,0,1,0,0,1,0,0,8.42,1,1
phishing0\244.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
phishing0\245.eml,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,20.41,0,1
phishing0\246.eml,1,3,0,0,0,0,0,3,0,0,2,0,3,1,0,17.02,1,1
phishing0\247.eml,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,17.5,0,1
phishing0\248.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21.91,0,1
phishing0\249.eml,0,3,0,1,0,0,0,2,0,1,0,0,0,3,0,17.39,0,1
