File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verify,Verb %,Noun %,Adjective %,Adverb %,Result
phishing_set_1\305.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,0,17.32,55.31,20.67,5.59,1
phishing_set_1\306.eml,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,18.82,55.29,24.71,1.18,1
phishing_set_1\307.eml,1,10,0,2,0,1,0,1,1,4,1,1,0,1,0,0,16.76,50.27,27.57,3.78,1
phishing_set_1\308.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,0,18.54,54.49,20.79,5.06,1
phishing_set_1\309.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,1
phishing_set_1\31.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,0,11.96,66.3,17.39,2.17,1
phishing_set_1\310.eml,0,7,0,1,0,0,0,6,1,3,3,0,1,4,0,1,20.0,52.38,19.05,6.67,1
phishing_set_1\311.eml,0,5,0,0,0,0,0,2,0,0,2,0,0,5,0,0,18.82,54.12,20.0,3.53,1
phishing_set_1\312.eml,1,11,0,1,0,0,0,2,0,1,2,1,2,0,0,0,18.4,57.67,14.72,5.52,1
phishing_set_1\313.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,1,22.45,46.94,17.35,7.14,1
phishing_set_1\314.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.59,64.71,21.18,0.0,1
phishing_set_1\315.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,1,16.26,54.47,22.76,4.88,1
phishing_set_1\316.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,0,21.43,55.0,16.43,3.57,1
phishing_set_1\317.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,21.97,51.52,18.18,4.55,1
phishing_set_1\318.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\319.eml,0,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,17.65,58.82,19.12,2.94,1
phishing_set_1\32.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,14.22,63.51,16.59,1.9,1
phishing_set_1\320.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,0,21.43,55.0,16.43,3.57,1
phishing_set_1\321.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,76.24,13.26,1.66,1
phishing_set_1\322.eml,1,4,0,1,0,0,0,6,0,0,3,1,1,1,0,0,15.34,56.44,20.25,4.29,1
phishing_set_1\323.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,76.24,13.26,1.66,1
phishing_set_1\324.eml,0,4,0,1,0,0,0,1,0,0,2,0,0,7,0,0,21.31,50.82,21.31,4.92,1
phishing_set_1\325.eml,1,6,0,2,0,1,0,7,0,4,3,1,0,5,0,0,16.06,56.93,21.17,4.38,1
phishing_set_1\326.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,1
phishing_set_1\328.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,1
phishing_set_1\329.eml,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,23.21,54.76,19.05,2.38,1
phishing_set_1\33.eml,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,10.53,68.42,17.54,0.0,1
phishing_set_1\330.eml,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,19.61,57.84,20.59,0.98,1
phishing_set_1\331.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\332.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\333.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\334.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\335.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\336.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\337.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\338.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\339.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\34.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,12.32,63.98,18.01,2.37,1
phishing_set_1\340.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\341.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\342.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\343.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\344.eml,0,5,0,1,0,2,0,2,0,0,2,1,1,2,0,0,24.67,54.0,18.67,2.0,1
phishing_set_1\345.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,23.01,58.41,13.27,0.88,1
phishing_set_1\346.eml,1,7,0,1,0,2,0,1,3,0,4,2,0,1,0,3,21.55,56.03,18.53,1.72,1
phishing_set_1\347.eml,1,4,0,1,0,0,0,6,0,0,3,1,1,1,0,0,18.79,59.06,15.44,4.03,1
phishing_set_1\348.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,1,22.45,46.94,17.35,7.14,1
phishing_set_1\349.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\35.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10.78,66.18,17.65,1.47,1
phishing_set_1\350.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\351.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\352.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\353.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,21.97,51.52,18.18,4.55,1
phishing_set_1\354.eml,1,4,0,1,0,0,0,6,0,0,3,1,1,1,0,0,18.79,59.06,15.44,4.03,1
phishing_set_1\355.eml,1,4,0,1,0,0,0,6,0,0,3,1,1,1,0,0,18.67,58.67,16.0,4.0,1
phishing_set_1\356.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\357.eml,1,4,0,1,0,0,0,6,0,0,3,1,1,1,0,0,18.67,58.67,16.0,4.0,1
phishing_set_1\358.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\359.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\36.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11.56,62.67,18.22,2.67,1
phishing_set_1\360.eml,1,9,0,2,0,1,0,2,1,3,5,1,0,8,0,0,18.86,54.86,20.0,5.14,1
phishing_set_1\361.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,23.42,55.86,15.32,0.9,1
phishing_set_1\362.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,23.42,55.86,15.32,0.9,1
phishing_set_1\363.eml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.59,65.64,21.47,0.0,1
phishing_set_1\364.eml,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,23.21,54.76,19.05,2.38,1
phishing_set_1\365.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,0,22.6,53.56,20.43,1.55,1
phishing_set_1\366.eml,0,2,0,1,0,0,0,7,0,0,2,0,0,4,0,0,23.89,47.79,20.35,6.19,1
phishing_set_1\367.eml,0,5,0,0,0,0,0,6,0,0,1,0,0,2,0,1,13.58,61.73,16.05,6.17,1
phishing_set_1\368.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,23.42,55.86,15.32,0.9,1
phishing_set_1\369.eml,7,21,0,0,0,0,0,3,1,0,4,0,1,1,0,0,18.81,54.86,19.75,5.64,1
phishing_set_1\37.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13.27,63.27,18.58,1.77,1
phishing_set_1\370.eml,7,21,0,0,0,0,0,3,1,0,4,0,1,1,0,0,18.81,54.86,19.75,5.64,1
phishing_set_1\371.eml,0,2,0,1,0,1,0,0,0,1,2,0,0,0,2,0,12.68,63.38,19.72,1.41,1
phishing_set_1\372.eml,0,2,0,1,0,1,0,0,0,1,2,0,0,0,2,0,12.86,62.86,20.0,1.43,1
phishing_set_1\373.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,0,21.43,55.0,16.43,3.57,1
phishing_set_1\374.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,1
phishing_set_1\375.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.16,59.26,12.7,2.65,1
phishing_set_1\376.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\377.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\378.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\379.eml,1,9,0,1,0,0,0,2,0,0,2,1,2,0,0,1,16.06,55.47,17.52,7.3,1
phishing_set_1\38.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13.16,63.16,16.67,2.63,1
phishing_set_1\380.eml,2,8,0,1,0,0,0,1,0,1,2,0,0,0,0,0,19.49,55.93,20.34,2.54,1
phishing_set_1\381.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,10.0,0.0,1
phishing_set_1\382.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,18.42,51.32,26.32,1.32,1
phishing_set_1\383.eml,7,21,0,0,0,0,0,3,1,0,4,0,1,1,0,0,18.81,54.86,19.75,5.64,1
phishing_set_1\384.eml,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,15.56,61.11,21.11,0.0,1
phishing_set_1\385.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,25.45,53.64,15.45,0.91,1
phishing_set_1\386.eml,1,5,0,1,0,0,0,5,0,0,3,1,1,0,0,0,23.2,54.12,13.4,4.12,1
phishing_set_1\387.eml,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,19.8,57.43,20.79,0.99,1
phishing_set_1\388.eml,0,5,0,2,1,0,0,5,0,0,2,1,0,1,0,0,24.55,55.45,14.55,0.91,1
phishing_set_1\389.eml,1,7,0,2,0,0,0,9,1,2,2,0,0,4,0,0,18.52,60.49,14.81,4.32,1
phishing_set_1\39.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,12.75,65.2,17.16,1.47,1
phishing_set_1\390.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,0,22.14,54.29,16.43,3.57,1
phishing_set_1\391.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,18.18,57.58,18.18,3.03,1
phishing_set_1\392.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.16,59.26,12.7,2.65,1
phishing_set_1\393.eml,1,3,0,0,0,0,0,0,0,1,2,1,1,0,0,1,24.36,47.44,17.31,7.69,1
phishing_set_1\394.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,18.18,51.95,25.97,1.3,1
phishing_set_1\395.eml,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,18.42,51.32,26.32,1.32,1
phishing_set_1\396.eml,1,7,0,2,1,1,0,1,0,4,1,1,1,0,0,0,20.93,48.06,21.71,6.2,1
phishing_set_1\397.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,0,22.86,52.86,17.14,4.29,1
phishing_set_1\398.eml,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,18.42,61.84,11.84,1.32,1
phishing_set_1\399.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,0,23.19,52.17,17.39,4.35,1
phishing_set_1\4.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,1,17.05,54.55,23.86,1.14,1
phishing_set_1\40.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11.88,66.34,16.34,1.49,1
phishing_set_1\400.eml,0,2,0,1,0,0,0,1,0,0,2,0,0,7,0,0,23.19,52.17,17.39,4.35,1
phishing_set_1\401.eml,0,4,0,1,0,0,0,2,0,0,2,0,0,7,0,0,20.99,48.15,24.69,6.17,1
phishing_set_1\402.eml,0,2,0,0,0,0,0,7,0,0,4,0,0,2,0,2,16.67,52.38,23.81,4.76,1
phishing_set_1\403.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\404.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\405.eml,1,3,0,0,0,0,1,2,0,0,3,2,0,1,0,0,23.24,47.89,17.61,5.63,1
phishing_set_1\406.eml,1,3,0,1,0,0,0,5,0,0,1,1,0,1,0,0,17.45,60.4,13.42,4.03,1
phishing_set_1\407.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,0,15.15,59.09,19.7,4.55,1
phishing_set_1\408.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,17.91,58.21,17.91,2.99,1
phishing_set_1\409.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\41.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11.71,66.83,16.59,1.46,1
phishing_set_1\410.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\411.eml,1,3,0,1,0,0,0,5,0,0,1,1,0,1,0,0,17.45,60.4,13.42,4.03,1
phishing_set_1\412.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\413.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,21.97,51.52,18.18,4.55,1
phishing_set_1\414.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\415.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,0,24.32,50.0,14.86,8.11,1
phishing_set_1\416.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,0,15.15,60.61,16.67,4.55,1
phishing_set_1\417.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,0,14.42,51.92,25.0,3.85,1
phishing_set_1\418.eml,0,3,0,0,0,1,0,0,1,1,2,0,0,0,0,0,21.43,54.29,15.71,5.71,1
phishing_set_1\419.eml,0,6,0,1,0,0,0,2,1,0,4,2,0,1,0,0,21.51,56.99,11.83,3.23,1
phishing_set_1\42.eml,0,5,0,1,0,1,2,1,0,0,0,0,1,0,0,0,11.36,69.32,14.77,2.27,1
phishing_set_1\420.eml,6,17,0,2,0,1,0,3,1,3,3,1,0,2,0,0,19.02,49.46,25.0,3.8,1
phishing_set_1\421.eml,0,6,0,0,0,0,1,3,0,0,3,2,0,0,0,0,20.21,52.13,15.96,4.26,1
phishing_set_1\422.eml,0,6,0,0,0,0,1,3,0,0,3,2,0,0,0,0,20.43,51.61,16.13,4.3,1
phishing_set_1\423.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,17.91,58.21,17.91,2.99,1
phishing_set_1\424.eml,0,2,0,0,0,0,0,7,0,0,4,0,0,2,0,2,16.67,52.38,23.81,4.76,1
phishing_set_1\425.eml,0,1,0,1,0,0,0,3,0,0,2,0,0,6,0,0,18.18,57.58,18.18,3.03,1
phishing_set_1\426.eml,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,20.93,45.35,22.09,6.98,1
phishing_set_1\428.eml,1,4,0,3,0,0,0,3,2,0,1,0,0,2,0,1,24.0,52.0,16.8,3.2,1
phishing_set_1\429.eml,0,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,21.57,50.98,17.65,5.88,1
phishing_set_1\43.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13.56,62.71,16.1,1.69,1
phishing_set_1\430.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\431.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,21.97,51.52,18.18,4.55,1
phishing_set_1\432.eml,8,10,0,0,2,0,0,5,0,0,2,3,0,0,0,0,22.14,51.15,18.32,4.58,1
phishing_set_1\433.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,1,15.57,53.28,22.95,5.74,1
phishing_set_1\434.eml,1,6,0,2,0,1,0,7,0,4,3,1,0,5,0,0,16.06,56.93,21.17,4.38,1
phishing_set_1\435.eml,8,11,0,0,2,0,0,5,0,0,2,3,0,0,0,0,23.19,49.28,18.84,5.07,1
phishing_set_1\436.eml,0,3,0,0,0,0,1,4,0,0,4,3,0,1,0,0,21.43,55.0,16.43,3.57,1
phishing_set_1\437.eml,5,15,0,2,0,0,0,1,0,0,3,1,0,1,0,2,14.83,59.32,18.64,2.97,1
phishing_set_1\44.eml,1,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13.03,61.76,17.65,2.52,1
phishing_set_1\45.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,1,15.97,61.34,14.29,5.04,1
phishing_set_1\46.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,1,15.97,61.34,14.29,5.04,1
phishing_set_1\47.eml,1,7,0,1,0,0,0,1,0,0,1,1,2,0,0,1,15.93,56.64,16.81,7.08,1
phishing_set_1\48.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.75,54.17,20.83,2.08,1
phishing_set_1\49.eml,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.17,52.94,21.85,0.0,1
phishing_set_1\5.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,0,21.74,49.57,19.13,3.48,1
phishing_set_1\50.eml,1,6,0,1,0,0,0,0,0,0,2,1,2,0,0,1,15.45,61.79,13.82,5.69,1
phishing_set_1\52.eml,1,7,0,2,1,1,0,2,1,4,2,1,1,1,0,0,21.9,45.99,21.17,8.03,1
phishing_set_1\53.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,1,17.58,54.95,23.08,1.1,1
phishing_set_1\54.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,0,21.5,51.4,20.56,3.74,1
phishing_set_1\55.eml,2,4,0,2,0,0,0,3,0,0,3,1,0,2,0,0,21.5,51.4,20.56,3.74,1
phishing_set_1\56.eml,1,6,0,2,1,1,0,2,1,4,2,1,1,1,0,0,21.43,46.43,22.86,6.43,1
phishing_set_1\57.eml,0,3,0,0,0,0,0,3,0,1,1,0,0,4,0,0,13.89,61.11,18.06,4.17,1
phishing_set_1\58.eml,0,4,0,1,0,1,1,1,0,1,1,0,0,0,0,0,18.09,56.38,18.09,4.26,1
phishing_set_1\59.eml,1,5,0,1,0,0,0,1,0,0,2,1,2,0,0,1,16.1,60.17,14.41,5.93,1
phishing_set_1\6.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,0,21.74,49.57,19.13,3.48,1
phishing_set_1\60.eml,0,3,0,0,0,0,0,3,0,1,1,0,0,4,0,0,14.08,60.56,18.31,4.23,1
phishing_set_1\61.eml,1,1,0,2,0,0,0,2,0,0,3,0,0,0,0,0,14.74,52.63,20.0,7.89,1
phishing_set_1\62.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,0,18.85,53.4,21.47,4.19,1
phishing_set_1\63.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,20.0,52.94,21.18,4.71,1
phishing_set_1\64.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,0,18.95,53.16,21.58,4.21,1
phishing_set_1\65.eml,0,6,0,1,0,0,1,3,0,0,4,2,0,0,0,0,22.69,51.26,15.97,4.2,1
phishing_set_1\66.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,74.48,18.75,1.56,1
phishing_set_1\67.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.15,53.19,21.28,2.13,1
phishing_set_1\69.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,0,24.32,50.0,14.86,8.11,1
phishing_set_1\7.eml,0,7,0,1,0,0,1,3,0,0,4,2,0,0,0,0,21.74,49.57,19.13,3.48,1
phishing_set_1\70.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,19.35,55.91,19.35,4.3,1
phishing_set_1\71.eml,0,4,0,0,0,1,0,0,1,1,2,0,0,0,0,0,24.32,50.0,14.86,8.11,1
phishing_set_1\72.eml,1,6,0,2,1,1,0,2,1,4,2,1,1,1,0,0,21.58,46.04,23.02,6.47,1
phishing_set_1\73.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9.76,67.07,17.07,2.44,1
phishing_set_1\74.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9.76,67.07,17.07,2.44,1
phishing_set_1\75.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19.61,49.02,21.57,5.88,1
phishing_set_1\76.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,0,21.6,53.6,18.4,6.4,1
phishing_set_1\77.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,0,21.6,53.6,18.4,6.4,1
phishing_set_1\78.eml,0,3,0,0,0,0,0,3,1,0,3,0,0,1,0,0,21.6,53.6,18.4,6.4,1
phishing_set_1\79.eml,1,10,0,1,0,0,0,1,0,0,2,0,2,0,0,1,18.6,58.14,17.05,3.1,1
phishing_set_1\8.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,3,21.23,60.96,13.7,2.74,1
phishing_set_1\80.eml,1,3,0,1,0,0,0,5,0,0,2,1,1,2,0,0,18.3,60.78,14.38,3.27,1
phishing_set_1\81.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,3,21.77,60.54,13.61,2.72,1
phishing_set_1\82.eml,1,10,0,1,0,0,0,1,0,0,2,0,2,0,0,1,18.6,58.14,17.05,3.1,1
phishing_set_1\83.eml,0,6,0,1,0,0,0,1,1,1,0,0,1,0,0,0,17.24,50.57,17.24,6.9,1
phishing_set_1\84.eml,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9.76,67.07,17.07,2.44,1
phishing_set_1\85.eml,1,8,0,1,0,0,0,1,0,0,2,0,2,0,0,0,18.75,56.25,18.75,3.12,1
phishing_set_1\86.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,75.63,17.77,1.52,1
phishing_set_1\87.eml,0,5,0,0,0,0,0,3,1,0,3,0,1,7,0,0,18.27,55.84,19.8,2.03,1
phishing_set_1\88.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,1,17.78,54.44,23.33,1.11,1
phishing_set_1\89.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,1,17.78,54.44,23.33,1.11,1
phishing_set_1\9.eml,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.69,51.72,22.41,0.0,1
phishing_set_1\90.eml,1,3,0,1,0,0,0,6,0,0,1,0,0,3,0,1,17.78,54.44,23.33,1.11,1
phishing_set_1\91.eml,0,4,0,0,0,0,1,7,1,0,1,2,0,3,0,0,22.45,57.14,13.61,4.08,1
phishing_set_1\92.eml,1,6,4,0,0,2,0,2,1,0,4,0,2,0,0,3,21.62,60.81,13.51,2.7,1
phishing_set_1\93.eml,1,0,0,2,0,0,0,2,3,2,2,0,4,0,0,0,23.76,53.19,18.79,1.77,1
phishing_set_1\94.eml,0,9,0,1,0,0,0,0,0,0,2,0,2,0,0,1,20.61,53.44,15.27,5.34,1
phishing_set_1\95.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,46.93,10.61,0.0,1
phishing_set_1\96.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,0,19.35,52.69,22.58,4.3,1
phishing_set_1\97.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,0,19.35,52.69,22.58,4.3,1
phishing_set_1\98.eml,0,2,0,1,0,0,0,3,1,0,4,0,0,4,0,0,19.35,52.69,22.58,4.3,1
phishing_set_2\0.eml,0,3,0,1,0,1,1,1,1,1,1,0,0,1,0,0,23.53,48.04,19.61,5.88,1
phishing_set_2\1.eml,0,0,1,2,0,0,0,5,0,0,0,3,0,0,0,0,18.86,52.97,18.09,4.91,1
phishing_set_2\10.eml,1,4,0,0,0,0,0,6,0,0,3,0,0,3,0,1,19.74,51.32,22.37,2.63,1
phishing_set_2\100.eml,0,3,0,0,0,1,0,6,0,0,3,1,1,0,0,1,21.48,55.56,17.04,4.44,1
phishing_set_2\101.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,0,17.54,54.39,21.93,4.39,1
phishing_set_2\102.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,0,17.09,54.7,22.22,4.27,1
phishing_set_2\103.eml,0,3,0,0,0,1,0,3,0,0,3,1,0,0,0,0,19.81,58.49,16.98,3.77,1
phishing_set_2\104.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13.51,56.76,24.32,0.0,1
phishing_set_2\105.eml,2,11,0,1,0,0,0,1,0,0,3,0,0,0,0,0,18.66,53.73,22.39,3.73,1
phishing_set_2\106.eml,0,6,0,1,0,1,0,1,0,1,0,0,1,0,0,1,8.51,73.4,13.83,2.13,1
phishing_set_2\108.eml,0,0,0,2,0,0,0,6,2,0,2,0,0,4,0,0,15.96,56.38,25.53,2.13,1
phishing_set_2\109.eml,0,3,0,0,0,1,0,6,0,0,3,1,1,0,0,1,21.48,55.56,17.04,4.44,1
phishing_set_2\11.eml,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23.64,50.91,18.18,5.45,1
phishing_set_2\110.eml,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13.89,55.56,25.0,0.0,1
phishing_set_2\111.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,0,17.09,54.7,22.22,4.27,1
phishing_set_2\112.eml,0,3,0,1,0,0,0,2,0,0,2,0,0,5,0,0,21.74,52.17,18.84,4.35,1
phishing_set_2\113.eml,2,5,0,2,0,1,0,3,1,2,3,1,0,1,0,0,17.54,54.39,21.93,4.39,1
